Job Title,Company,Salary,Experience,Location,Skills,Source
Chuyên Viên Thiết Kế 2D - Lương Thưởng Hấp Dẫn - Hà Nội,CÔNG TY CỔ PHẦN CANZY VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,Marketin...,TopCV
Manual Tester - Từ 4 Năm KN - Dự Án Bank - Upto 25M,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TTC VIỆT NAM,25 Triệu,4 năm,Hà Nội,"4 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm",TopCV
Manual Tester (Từ 2 Năm Kinh Nghiệm),CÔNG TY CỔ PHẦN SPHINX,Thỏa thuận,2 năm,Hà Nội,"2 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm",TopCV
CVCC Phát Triển Ứng Dụng - IOS - TA189,"Pro
NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG (VPBANK)",Thỏa thuận,3 năm,Hà Nội,"Ngân hàng, Ch..., IT - Phần mềm",TopCV
AI Engineer,CÔNG TY CỔ PHẦN HBLAB,Thỏa thuận,3 năm,Hà Nội,"3 năm ..., AI Engineer, Nghỉ thứ 7, IT - Phần mềm",TopCV
Chuyên Gia Phát Triển Hệ Thống (Flutter),CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MỘT THÀNH VIÊN AEON,Thỏa thuận,3 năm,Hà Nội,"3..., Nghỉ thứ 7, IT - Phần mềm",TopCV
Trưởng Phòng Kinh Doanh Phần Mềm ERP,CÔNG TY CỔ PHẦN ASOFT,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"Online Sales, Telesales",TopCV
Middle AI Engineer - Thu Nhập 500M/Năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,500 Triệu,2 năm,Hà Nội,"AI Engineer, Tiếng ..., Nghỉ thứ 7, IT - Phần mềm",TopCV
[Inhouse] Performance Tester Good Eng,CÔNG TY CỔ PHẦN SYNCSOFT,Thỏa thuận,3 năm,Hà Nội,IT ...,TopCV
Nhân Viên Hệ Thống - IT System Administration,CÔNG TY CỔ PHẦN GIÁO DỤC TOÀN CẦU IEG,Thỏa thuận,3 năm,Hà Nội,,TopCV
Software Engineer (C/C++),CÔNG TY TNHH EQUIX TECHNOLOGIES,Thỏa thuận,3 năm,Hà Nội,Nghỉ thứ 7,TopCV
Embedded Software Engineer/Lập Trình Nhúng_Robotic,"STEP UP EDUCATION.,JSC",Thỏa thuận,2 năm,Hà Nội,IT - Ph...,TopCV
Chuyên Viên Phân Tích Nghiệp Vụ (BA),CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VIỄN ĐẠT,Thỏa thuận,2 năm,Hà Nội,Đại Họ...,TopCV
Business Analyst Data,CÔNG TY CỔ PHẦN SYNCSOFT,Thỏa thuận,3 năm,Hà Nội,IT...,TopCV
Junior/Middle Data Analyst Mảng App Mobile,CÔNG TY CỔ PHẦN PHẦN MỀM MATECHMOBILE,Thỏa thuận,2 năm,Hà Nội,"2 năm..., Data Analyst, Nghỉ thứ 7, IT - Phần mềm",TopCV
Senior Java Back-End Engineer,CÔNG TY CỔ PHẦN BẢN VIÊN,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"Nghỉ thứ 7, IT - Phần mềm",TopCV
Game Tester (Hà Nội),CÔNG TY TNHH CÔNG NGHỆ GX,Thỏa thuận,Dưới 1 năm,Hà Nội,"Game, Game Tester, Nghỉ thứ 7, Dư..., IT - Phần mềm",TopCV
Nhân Viên Lập Trình (Part-Time),CÔNG TY TNHH ĐÀO TẠO VÀ HỖ TRỢ GIÁO DỤC THÀNH ĐẠT,Thỏa thuận,Không yêu cầu,Unknown,"IT - Phầ..., IT - Phần mềm",TopCV
"Nhân Viên Thiết Kế, Thu Nhập Upto 12 Triệu, Full Chế Độ, Đi Làm Ngay",CÔNG TY TNHH QUỐC TẾ LUMINIX,12 Triệu,Không yêu cầu,Unknown,Bán lẻ -...,TopCV
Chuyên Viên Phân Tích Nghiệp Vụ - Business Analyst (BA),CÔNG TY CỔ PHẦN CÔNG NGHỆ CÔNG NGHIỆP VCONNEX,Thỏa thuận,2 năm,Hà Nội,IT...,TopCV
Nhân Viên Graphic Designer,HỘ KINH DOANH ONICI,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Marketin...,TopCV
IT Business Analyst,CÔNG TY TNHH DỊCH VỤ QUẢN LÝ ST ENGINEERING VIỆT NAM,Thỏa thuận,3 năm,Hồ Chí Minh (mới),IT...,TopCV
Nhân Viên IT,VIỆN NGHIÊN CỨU GIẢI PHÁP CHUYỂN ĐỔI SỐ,Thỏa thuận,1 năm,Hà Nội,Đ...,TopCV
Agentic Engineer (Python/Go/C/C++ Backend & AI Agents) - Khối Công Nghệ Thông Tin (HOLT.18),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK",Thỏa thuận,1 năm,Hà Nội,"Ngân hàng, N..., IT - Phần mềm",TopCV
Senior Android Developer,"Pro
CÔNG TY CPDV TRỰC TUYẾN CỘNG ĐỒNG VIỆT (VIETUNION)",Thỏa thuận,Trên 5 năm,Hồ Chí Minh (mới),"T..., Nghỉ thứ 7, IT - Phần mềm",TopCV
Chuyên Viên Phát Triển Ứng Dụng (Lập Trình),CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN VĂN PHÚ,Thỏa thuận,5 năm,Hà Nội,Nghỉ thứ 7,TopCV
Nhân Viên Sales Phần Mềm Full-Time (Remote),CÔNG TY TNHH IE VIỆT,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới) & 2 nơi khác,"B2C, Telesales, Market..., B2B",TopCV
Mobile Developer Kotlin - Junior Level (Android/ Product)-Lương Upto 25.000.000đ- Hà Nội- Đi Làm Luôn,CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,Thỏa thuận,2 năm,Hà Nội,"Công nghệ k..., IT - Phần mềm",TopCV
AI Software Engineer (Python/Go/C/C++ Backend & AI Agents) - Khối Công Nghệ Thông Tin (HOLT.19),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK",Thỏa thuận,1 năm,Hà Nội,"Ngân hàng, N..., IT - Phần mềm",TopCV
Nhân Viên IT,"Pro
NITORI FURNITURE VIETNAM EPE",Thỏa thuận,5 năm,Hà Nội,"IT - ..., IT - Phần mềm",TopCV
Java Senior | Từ 5 Năm Kinh Nghiệm| Lương Upto 35 Triệu,CÔNG TY CỔ PHẦN TECHASIANS,35 Triệu,5 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV
Thực Tập Sinh Triển Khai Phần Mềm,CÔNG TY TNHH SOLPAC VIỆT NAM,Thỏa thuận,Không yêu cầu,Unknown,Nghỉ thứ 7,TopCV
Intern Tester,CÔNG TY TNHH DIGITAL INNOVATION,Thỏa thuận,Dưới 1 năm,Hà Nội,"Dưới..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm",TopCV
Manual Tester (Middle),CÔNG TY CỔ PHẦN BUCA,Thỏa thuận,2 năm,Hà Nội,"Manual Tester, IT - Phần mềm",TopCV
Unity Developer (Junior),ABI GAME STUDIO,Thỏa thuận,1 năm,Hà Nội,"Game Developer, Nghỉ thứ 7",TopCV
Business Analyst - Domain Banking/Finance,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TTC VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,IT...,TopCV
Business Analyst Lĩnh Vực Thương Mại Điện Tử,CÔNG TY CỔ PHẦN NEMI,Thỏa thuận,1 năm,Hà Nội,Th...,TopCV
Java Full-Stack Developer (Lương Upto 35Tr),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN KOOLSOFT,35 Triệu,2 năm,Hà Nội,"Nghỉ thứ..., IT - Phần mềm",TopCV
Thực Tập Sinh Công Nghệ Thông Tin (Có Lương),CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Unknown,"IT - Phần ..., IT - Phần mềm",TopCV
Golang Developer,CÔNG TY CỔ PHẦN THANH TOÁN G,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7,TopCV
AI - Machine Learning Engineer,CÔNG TY TNHH MICROTEC VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,"AI Engineer, IT - Phần mềm",TopCV
Senior Mobile Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Thỏa thuận,3 năm,Hà Nội,"T..., Nghỉ thứ 7, IT - Phần mềm",TopCV
Business Analyst (Domain Bank/Fintech),CÔNG TY CỔ PHẦN ATOMI DIGITAL,Thỏa thuận,3 năm,Hà Nội,IT...,TopCV
DevOps Engineer (Azure),"Pro
CÔNG TY CỔ PHẦN SMARTOSC",Thỏa thuận,3 năm,Hà Nội,IT - Phần mềm,TopCV
Middle Fullstack Developer (PHP/Laravel),CÔNG TY TNHH LISOD VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV
C++/C# Desktop Application Developer (Remote),CÔNG TY TNHH PHẦN MỀM GIÁ TRỊ TÍNH TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO,Thỏa thuận,2 năm,Hà Nội & 33 nơi khác,"Nghỉ thứ 7, IT - Phần mềm",TopCV
"Middle Mobile Developer (Dart/Flutter, Từ 3 Năm Kinh Nghiệm)",CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,Thỏa thuận,3 năm,Hà Nội,"IT - Phần c..., IT - Phần mềm",TopCV
Junior .Net/C#,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,Thỏa thuận,2 năm,Hà Nội,"2 năm kinh..., IT - Phần mềm",TopCV
.NET Developer,CÔNG TY TNHH SETA INTERNATIONAL VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội,"Điện toán ..., IT - Phần mềm",TopCV
Chuyên Viên Phân Tích Nghiệp Vụ / Business Analyst,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI HẢI PHƯƠNG,Thỏa thuận,3 năm,Hà Nội,IT...,TopCV
Android Developer,CÔNG TY TNHH ROOSTERX GLOBAL,Thỏa thuận,2 năm,Hà Nội,"Thương mại ..., IT - Phần mềm",TopCV
Java Backend (Senior/Tech Lead),CÔNG TY CỔ PHẦN GIMO,Thỏa thuận,5 năm,Hà Nội,"Tài chính, N..., IT - Phần mềm",TopCV
Senior AI Expert - Khối Công Nghệ Thông Tin (HOLT.16),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK",Thỏa thuận,5 năm,Hà Nội,"Nghỉ th..., AI Engineer, Ngân hàng, IT - Phần mềm",TopCV
QA/ Tester (Junior - Middle),INVIV CLOUD TECHNOLOGY JOINT STOCK COMPANY,Thỏa thuận,1 năm,Hà Nội,"1 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm",TopCV
Chuyên Viên Thiết Kế Bao Bì/ Packaging Designer Làm Việc Từ T2 - T6 Lương Từ 15 - 30M Tại Quận 1 (Phỏng Vấn Trước Tết - Nhận Việc Sau Tết),HAPAS VIỆT NAM,15 - 30 Triệu,2 năm,Hồ Chí Minh (mới),May mặc ...,TopCV
Fullstack Developer (Python / Vue.Js),CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN MAYHOMES,Thỏa thuận,3 năm,Hà Nội,,TopCV
Sofware Engineer - Power Platform (Mức Lương 15 - 30 Triệu),CÔNG TY CỔ PHẦN A25 HOTEL,15 - 30 Triệu,1 năm,Hà Nội,"1 năm kinh..., IT - Phần mềm",TopCV
Senior Fullstack Developer (Fluent In English),CÔNG TY TNHH JITS INNOVATION LABS,Thỏa thuận,5 năm,Hà Nội,"Tiếng Anh Đ..., Nghỉ thứ 7",TopCV
Python Developer,"Pro
CÔNG TY CỔ PHẦN RIKKEISOFT",Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV
AI Expert - Khối Công Nghệ Thông Tin (HOLT.15),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK",Thỏa thuận,3 năm,Hà Nội,"Nghỉ th..., AI Engineer, Ngân hàng, IT - Phần mềm",TopCV
Senior AI Engineer (Computer Vision/NPL/LLM) - Khối Công Nghệ Thông Tin (HOLT.17),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK",Thỏa thuận,2 năm,Hà Nội,"Nghỉ th..., AI Engineer, Ngân hàng, IT - Phần mềm",TopCV
Chuyên Viên Kỹ Thuật Hardware,CÔNG TY TNHH P.A VIỆT NAM,Thỏa thuận,1 năm,Hồ Chí Minh (mới),,TopCV
Business Analyst (BA),CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ FANXIPAN VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,IT...,TopCV
"System Engineer (Kỹ Sư Hệ Thống)/IT Phần Cứng - Thu Nhập 35 Triệu, Làm Việc Tại Quận 3",CÔNG TY CỔ PHẦN CÔNG NGHỆ BẰNG HỮU,35 Triệu,2 năm,Hồ Chí Minh (mới) & Hà Nội,,TopCV
"Nhân Viên IT – Quản Trị Hệ Thống Tại Lĩnh Nam, Hà Nội",CÔNG TY TNHH HICHIKO,Thỏa thuận,2 năm,Hà Nội,Cao...,TopCV
Kỹ Sư Cloud/AI,"Pro
CÔNG TY CỔ PHẦN VIỄN THÔNG - TIN HỌC BƯU ĐIỆN",Thỏa thuận,5 năm,Hà Nội,"Cloud Engineer, Nghỉ thứ 7",TopCV
Nhân Viên IT Vị Trí Web Developer Làm Việc Tại Thủ Đức Lương 8 Đến 10 Triệu,CÔNG TY TNHH THE KAS,10 Triệu,1 năm,Hồ Chí Minh (mới),"Kỹ thuật IT, IT - Phần m...",TopCV
"GAME VISUAL ARTIST /Chuyên Viên Thiết Kế Hình Ảnh Game (Nghỉ T7, CN)",CÔNG TY CỔ PHẦN EDULIVE TOÀN CẦU,Thỏa thuận,1 năm,Hà Nội,Game Design,TopCV
Nhân Viên Kinh Doanh (B2B)/ Bán Hàng Kỹ Thuật (Nhận Việc Ngay),CÔNG TY TNHH NAVATEK,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Telesale..., Direct Sales",TopCV
Business Analyst (Junior),CÔNG TY TNHH VBA TECHNOLOGY,Thỏa thuận,1 năm,Hà Nội,Ng...,TopCV
Kỹ Sư Tích Hợp Hệ Thống Và Giải Pháp,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI HẢI PHƯƠNG,Thỏa thuận,2 năm,Hà Nội,IT - Phần mềm,TopCV
Kỹ Sư Vận Hành Hệ Thống CNTT,"Pro
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ FSI",Thỏa thuận,2 năm,Hà Nội,"Ca..., Kỹ thuật IT, Nghỉ thứ 7",TopCV
Chuyên Viên Phát Triển Khoa Học Dữ Liệu - Data Scientist - Khối Công Nghệ Thông Tin (HO26.84),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK",Thỏa thuận,1 năm,Hà Nội,"An ninh mạng, N..., Data Scientist, IT - Phần mềm",TopCV
Game Tester,UNIMOB STUDIO,Thỏa thuận,2 năm,Hà Nội,"Game Tester, Nghỉ thứ 7, Đạ...",TopCV
Unity Developer,UNIMOB STUDIO,Thỏa thuận,3 năm,Hà Nội,"Game Developer, Nghỉ thứ 7",TopCV
Nhân Viên Backend Engineer Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,,TopCV
Lập Trình Viên Fullstack.Net,CÔNG TY CỔ PHẦN JARVIS GLOBAL,Thỏa thuận,2 năm,Hà Nội,"IT - Phầ..., IT - Phần mềm",TopCV
Chuyên Viên Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN ĐẦU TƯ MOBINO,Thỏa thuận,2 năm,Hà Nội,Sả...,TopCV
Thực Tập Sinh Tư Vấn Thiết Kế Web/App - Ngành Công Nghệ Thông Tin,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Unknown,"IT Consultant, IT - Phần mềm",TopCV
Game Designer - Thiết Kế Game (All Levels),SONATGAME STUDIO,Thỏa thuận,1 năm,Hà Nội,"Game, Nghỉ thứ 7, Game Design",TopCV
Data Engineer (Middle),CÔNG TY TNHH ATHENA AI,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"Data Engineer, Đại Học tr...",TopCV
IOS Developer,CÔNG TY TNHH ROOSTERX GLOBAL,Thỏa thuận,2 năm,Hà Nội,"IT - Phần c..., IT - Phần mềm",TopCV
E-Learning Document Editor (Software Product),CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,Thỏa thuận,2 năm,Hà Nội,IT ...,TopCV
Project Manager (GOV),CÔNG TY CỔ PHẦN SYNODUS,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm",TopCV
Lập Trình Viên Mobile,CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ VCI,Thỏa thuận,3 năm,Hà Nội,"Công nghệ k..., IT - Phần mềm",TopCV
F&B Business Analyst,CÔNG TY TNHH MIKA CASA,Thỏa thuận,Dưới 1 năm,Đà Nẵng (mới),Nh...,TopCV
Database Developer (SQL),"Pro
CÔNG TY CỔ PHẦN RIKKEISOFT",Thỏa thuận,2 năm,Hà Nội,Đại Họ...,TopCV
Business Analyst (BA Dự Án) - Từ 3 Năm Kinh Nghiệm - Thu Nhập 20 - 30 Triệu - Tại Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ VCI,20 - 30 Triệu,3 năm,Hà Nội,3 ...,TopCV
"Kỹ Sư Lập Trình Phần Mềm-TĐH (Labview,C#,Python)",CÔNG TY TNHH AUPATECH TECHNOLOGY,Thỏa thuận,2 năm,Hà Nội & Ninh Bình (mới),IT ...,TopCV
Chuyên Viên Tư Vấn Giải Pháp Phần Mềm (Presales),CÔNG TY CỔ PHẦN CÔNG NGHỆ ITG,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"Sản x..., B2B, IT - Phần mềm",TopCV
Middle .Net Developer Xây Dựng BIM/CIM - 3 Năm Kinh Nghiệm - Thu Nhập Hấp Dẫn - Tại Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ VCI,Thỏa thuận,3 năm,Hà Nội,"Xây dựng, Tiếng..., Nghỉ thứ 7",TopCV
Backend Developer (Middle Python Developer) - Trên 2 Năm KN,IPOS.VN,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7,TopCV
Nhân Viên Kinh Doanh/ Sales B2B/ Nhân Viên Tư Vấn,CÔNG TY TNHH CÔNG NGHỆ XFLOW,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Telesales, Direct Sales",TopCV
Business Development,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ TRIPLAYZ,Thỏa thuận,1 năm,Hà Nội,"Online Sales, Direct...",TopCV
Backend Developer (Golang),CÔNG TY CỔ PHẦN CÔNG NGHỆ LOOGIX,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV
Nhân Viên Kinh Doanh / Tư Vấn Phần Mềm ERP - Hồ Chí Minh/Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ARITO,Thỏa thuận,1 năm,Hồ Chí Minh (mới) & Hà Nội,"Telesa..., Direct Sales",TopCV
"Nhân Viên Kinh Doanh Và Chốt Đơn, Data Có Sẵn",CÔNG TY CỔ PHẦN TẬP ĐOÀN MEDIA SOFT,Thỏa thuận,2 năm,Hà Nội & Thanh Hóa,"Online Sales, Telesales",TopCV
Chuyên Viên Cao Cấp Mô Hình Hóa Và Phân Tích Nâng Cao - Senior Data Scientist - Modeling And Advanced Analytics - Khối Dữ Liệu (HOLT.08),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK",Thỏa thuận,3 năm,Hà Nội,"Ngân hàng, Data Scientist, Tài ..., IT - Phần mềm",TopCV
Middle Business Analyst - Salary Upto 35M,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,35 Triệu,3 năm,Hà Nội,IT...,TopCV
"Senior Sales Specialist - Nhân Viên Kinh Doanh Phần Mềm Logistics (Lương Cứng 14-17 Triệu+ Hoa Hồng Hấp Dẫn) Tại Hồ Chí Minh, Hà Nội, Đi Làm Ngay",CÔNG TY CỔ PHẦN GIẢI PHÁP CHUỖI CUNG ỨNG SMARTLOG - CHI NHÁNH MIỀN BẮC,14 - 17 Triệu,3 năm,Hà Nội & Hồ Chí Minh (mới),"Online Sales, Direct Sa...",TopCV
Kỹ Thuật Dự Án & Presale (Mức Lương 12 - 15 Triệu) | Từ 3 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN ĐẦU TƯ HCOM,12 - 15 Triệu,3 năm,Hà Nội,"Kỹ thuật IT, Xây...",TopCV
Nhân Viên Kỹ Thuật Triển Khai - IT Support,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHÚC AN,Thỏa thuận,Dưới 1 năm,Hà Nội,,TopCV
Odoo Developer,CÔNG TY TNHH HIPTECH,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"Nghỉ thứ 7, IT - Phần mềm",TopCV
"Nhân Viên Kinh Doanh/ Sales B2B/ Nhân Viên Tư Vấn, 15 - 40M, Nghỉ T7 & CN",CÔNG TY TNHH CNV HOLDINGS,15 - 40 Triệu,Dưới 1 năm,Hồ Chí Minh (mới) & Hà Nội,"Online Sa..., Direct Sales",TopCV
Data Engineer - Hà Nội - TA105,"Pro
NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG (VPBANK)",Thỏa thuận,3 năm,Hà Nội,"Data Engineer, Đại Học tr...",TopCV
DevOps Engineer,CÔNG TY CỔ PHẦN TOPCV VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,"Nghỉ ..., Nhân sự, IT - Phần mềm",TopCV
Application Supporter,CÔNG TY TNHH CÔNG NGHỆ VIHAT,Thỏa thuận,Trên 5 năm,Hồ Chí Minh (mới),Nghỉ ...,TopCV
QC-Kiểm Duyệt Video,CÔNG TY TNHH VIỆT MỸ SSU,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"QA Engineer, Tiếng Anh Đ...",TopCV
Senior Application Engineer,CÔNG TY TNHH CÔNG NGHỆ VIHAT,Thỏa thuận,Trên 5 năm,Hồ Chí Minh (mới),Nghỉ ...,TopCV
Thực Tập Sinh Thiết Kế,CÔNG TY CỔ PHẦN QUÀ TẶNG VIVA,Thỏa thuận,Không yêu cầu,Unknown,Thiết kế...,TopCV
Nhân Viên Thiết Kế Đa Phương Tiện,CÔNG TY TNHH TMDV DECOR EVENT AZPARTY,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thiết kế...,TopCV
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU HÓA CHẤT VÀ THIẾT BỊ KIM NGƯU,Thỏa thuận,3 năm,Hà Nội,Thiết kế...,TopCV
Lập Trình Viên Frontend,"Pro
FPT IS",Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm",TopCV
Leader Tester (Manual Tester),CÔNG TY CỔ PHẦN TẬP ĐOÀN SOINTECH,Thỏa thuận,1 năm,Hà Nội,"Manual Tester, Nghỉ thứ 7, Tuổi..., IT - Phần mềm",TopCV
Java Developer Lead,CÔNG TY CỔ PHẦN TẬP ĐOÀN SOINTECH,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm",TopCV
Sale Phần Mềm JMS - Hoa Hồng Cao,CÔNG TY TNHH MONA HOST,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"IT - P..., Direct Sales, B2B",TopCV
Nhân Viên Kinh Doanh Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Unknown,Direct S...,TopCV
Chuyên Viên Decor - Chăm Sóc Không Gian,CÔNG TY CỔ PHẦN HAVILAND HOUSE,Thỏa thuận,Dưới 1 năm,Đà Nẵng (mới),Dưới 1 n...,TopCV
Nhân Viên Lập Trình CNC,CÔNG TY TNHH CƠ KHÍ AN KHANG PRECISION,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Nghỉ thứ 7, Tuổi 23 - 3...",TopCV
Data Architect,CÔNG TY TNHH NOVABYTE SOFTWARE,Thỏa thuận,Trên 5 năm,Hà Nội,"B2C, Trên 5 n..., Nghỉ thứ 7",TopCV
Junior BA –Phân Tích Yêu Cầu & Quy Trình Nghiệp Vụ,CÔNG TY CỔ PHẦN ĐẦU TƯ GIÁO DỤC VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC TẾ LANGMASTER,Thỏa thuận,1 năm,Hà Nội,,TopCV
Dev AI FullStack - Dự Án Sử Dụng AI/ Automation,CÔNG TY CỔ PHẦN ĐẦU TƯ GIÁO DỤC VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC TẾ LANGMASTER,Thỏa thuận,2 năm,Hà Nội,"Điện toán ..., IT - Phần mềm",TopCV
Mid-Level Developer (Cải Tiến & Vận Hành Hệ Thống AI Automation - Nội Bộ Doanh Nghiệp),CÔNG TY CỔ PHẦN ĐẦU TƯ GIÁO DỤC VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC TẾ LANGMASTER,Thỏa thuận,3 năm,Hà Nội,"An ninh mạng, Kỹ sư hệ thống",TopCV
Sales Online Lĩnh Vực Phần Mềm - Khu Vực Miền Nam Và Miền Trung - Thu Nhập Hấp Dẫn,CÔNG TY TNHH NASYS,Thỏa thuận,Không yêu cầu,Hồ Chí Minh (mới) & 4 nơi khác,"Online Sales, Telesales",TopCV
Nhân Viên Graphic Designer,"Pro
CÔNG TY CỔ PHẦN CÔNG NGHỆ HỢP LONG",Thỏa thuận,1 năm,Hà Nội,1 năm ki...,TopCV
Nhân Viên Thiết Kế,TRƯỜNG CAO ĐẲNG HÀ NỘI,Thỏa thuận,1 năm,Hà Nội,Thiết kế...,TopCV
Nhân Viên Tư Vấn Triển Khai Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Unknown,Direct S...,TopCV
Thực Tập Sinh Kinh Doanh & Marketing,CÔNG TY CỔ PHẦN CÔNG NGHỆ GRITECH,Thỏa thuận,Không yêu cầu,Unknown,"Telesales, Direct Sales",TopCV
UI/UX Design,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,"C..., Nghỉ thứ 7, UI/UX Design",TopCV
Trưởng Nhóm Data,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,5 năm,Hồ Chí Minh (mới),"Data Engineer, Cao Đẳng t...",TopCV
Trưởng Nhóm AI,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,AI Engineer,TopCV
Business Analyst (Sales System Process Enhancement),FE CREDIT,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Tà...,TopCV
1 ST Line Infrastructure Reliability Engineer,CÔNG TY TNHH SPS VIETNAM,Thỏa thuận,1 năm,Hồ Chí Minh (mới),,TopCV
