Job Title,Company,Salary,Experience,Location,Skills,Source,Location_Clean_Fixed
"Data Analyst (Power BI, SQL, BI Developer, BA)",Tổng công ty Tân Cảng Sài Gòn (Saigon NewPort Corporation),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
AI Workflow Engineer (Node.js / AI Automation),AiClipX,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Web Developer (PHP & JavaScript),Deliveree On-Demand Logistics,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Manual Tester (QA QC),DeliGroup,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Middle/SeniorCloud Infrastructure Engineer (AWS/Kuber),Ngân hàng TMCP Phương Đông | OCB,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Middle/Senior Database Administrator (DBA),Ngân hàng TMCP Phương Đông | OCB,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Backend Developer (Java, Golang, SQL, Database)",10X Technology and Consulting,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Product Owner – B2B SaaS (ERP / E-Office),MYMIND,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Data Engineer (SQL, Agile)",Live Payments,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior C#/.NET Engineer (ReactJS, English)",HRS Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior / Lead AI Engineer (English Speaking),Topicus Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Data Engineer (Python, PowerBI, SnowFlake, DataBrick)",FPT Digital,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Scrum Master (Scrum, Kanban, PSM I/CSM, Cloud, Azure)",FPT Digital,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"AI Engineer (Generative AI, MLOps, Scikit-learn, Azure)",FPT Digital,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Business Analyst,New Ocean IS,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior ReactJS Developer,SSTech,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Junior Web Developer (Ruby on Rails, ReactJS, VueJS)",Motorist Pte Ltd,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Network Platform Developer (Golang, C/C++, Linux)",SkyLab,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"HO - Business Intelligence Executive (Power BI, SQL)",Ngân Hàng Á Châu | ACB,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
UI/UX Designer,Hitachi Digital Services,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Fullstack Engineer (Go, TypeScript, ReactJ)","Gearment Co.,Ltd",Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Manual/Auto Tester QC Engineer (Junior/Middle/Senior),Floating Cube Studios,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Infrastructure Engineer (System/Networking),Gene Solutions,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Fullstack .NET Dev (C#, ReactJS, SQL)",Dory Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior / Lead Java Backend Developer (Game),BinarixTech,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Middle/Senior Automation QA (SDET, QA, QC, CICD)",YOONG,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior/Lead Data Engineer,GFT Technologies Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Product Manager (Attractive Package),Simple Tech Investment,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Product Designer,Simple Tech Investment,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Firmware Engineer (Embedded Linux, C/C++, ARM)",IriTech Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Product Designer (UX/UI- Remote),Fastboy Marketing,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior/Lead Software Engineer (Java, Golang, English)",GFT Technologies Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Engineering Manager,TymeX,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Mid-Senior Backend .NET Developer,Blogic Systems,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"UI-UX Designer (Figma, Adobe XD)",10X Technology and Consulting,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Laravel Developer,KOSATEC EMPOWERING GLOBAL INNOVATION,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
IT Support Specialist (US Market),Blogic Systems,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Manual QA Engineer (QA QC/Tester),Spendora,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Product Manager ( Logistics B2B SaaS),Spendora,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Software Developer (.Net),Spendora,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Platform Engineer,CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
QA/Test Engineer,AiClipX,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Quality Control Specialist (Automation Test/SQL/QA QC),GALAXY HOLDINGS,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
(Senior/Junior) IT Business Analyst,KMS Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Fullstack Developer (Remote) (C#, ASP.NET, English)",VCAPTECH,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Data Engineer,Inbox4us,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Fullstack - HTML5/CSS/JS/WordPress,"Alive Việt Nam Co., Ltd",Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Data (Engineer | Scientist),DatVietVAC,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Data Engineer,Zuhlke Engineering Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
QA Engineer (Manual & Automation) - 2 Openings,SMG Swiss Marketplace Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Back-End Developer (Python, AI/ML, Integration)",Simpson Strong-Tie Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior AI Engineer (AIML/CV/OCR, Yolo, Python, Pytorch)",Simpson Strong-Tie Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Frontend Engineer (Junior - Middle | Good English),Spartan Dev Inc,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior - Lead Game Tester,Skylink Studio,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
05 System Admin (Linux),Vietnix,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
DevOps Engineer (Junior/Middle/Senior),Saigon Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Manual / Automation Tester - Quality Analyst (QA QC),MiTek Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
05 Senior/Lead Product Manager ( Fintech),M_Service (MoMo),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior AI Engineer,KOSATEC EMPOWERING GLOBAL INNOVATION,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[Remote] Data Engineer (Python/ SQL),Công ty TNHH RENDA,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Middle/ Senior Business Analyst - Up to $3000,Alpaca Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Software Engineer (Python/Golang-AI Application),Zalopay,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Data Scientist,Zalopay,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Software Engineer (C#, Angular, JS)",Beyondsoft Technology (Vietnam) Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Junior Tester (QA QC),ExoTrails,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Web Fullstack Developer (ReactJS, NextJS, TypeScript)",ExoTrails,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Frontend Developer (ReactJs) (Middle/Senior),Digital Unicorn,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Business Analyst (Junior/Middle),Digital Unicorn,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Backend Developer (JavaScript/NodeJS) (Middle/Senior),Digital Unicorn,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior QA Automation Engineer,OL Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[English] Project Manager,Laidon Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Java Backend Developer (Spring),"SPECOM INC Co., Ltd",Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Manual Tester (QA QC),SRT GROUP,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Regional IT Manager,Deliveree On-Demand Logistics,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior AI Developer (Generative AI, Python, FastAPI)",Coder Trove,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"AI Trainer – Coding Projects (Remote, Freelance)",Abc Studio Việt Nam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Fresher/Junior Fullstack Developer (Python/ JavaScript),RISKTECH JSC,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Project Manager (Firmware/Hardware/Software, 2-5 YOE)",Gremsy JSC,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Data Engineer (AWS, Python, SQL, ETL, English)",Công Ty TNHH Neurobrain Dynamics Việt Nam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Babylon.js Developer (Web 3D Developer),BLUE DRAGON COMMUNICATIONS,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
IT Leader / Shopify Technical Lead (POD),Công ty POD Software,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Network Engineer (English & Japanese),Renesas Design Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Associate Software Engineering Manager,Zalopay,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"QA Manager (Tester, Japanese N2+)","ANDPAD VietNam Co., Ltd",Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Ruby Developer (Ruby on Rails + Reactjs),Trustify Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Cybersecurity Engineer (Security/API/Networking),Phu Hung Securities (PHS),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Product Delivery Manager,Phu Hung Securities (PHS),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Trưởng phòng IT,CÔNG TY CỔ PHẦN MINH HƯNG M&C,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
(Good English) .NET Application Engineer | Banking,Innotech Vietnam Corporation,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior-Middle QA QC / Tester (English),Innotech Vietnam Corporation,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior DevSecOps Engineer –Logistics Platform (AWS,SQL)",Smartlog,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
IT Business Partner Manager,"HUMVENTURES CO.,LTD",Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"AI/ML & Data Science Manager (GenAI, Python)",Pharmacity,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Analyst, Operations FP&A (English)",Aviron,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Data Engineer Leader,Fullerton Health,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Backend Developer (Java,Spring,NodeJS,AWS,MySQL)",BLUE DRAGON COMMUNICATIONS,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Technical Product Manager (Agentic AI),Katalon,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[REMOTE] 2D Game Artist,Athena Studio,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[REMOTE] Game Designer,Athena Studio,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Fullstack Developer (.NET/ReactJS - Chứng khoán),Maybank Investment Bank,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Business Analyst (Chứng khoán),Maybank Investment Bank,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Business Analyst (Da Nang, Can Tho, Hybrid)",Dirox,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Mid/Sr DevOps Engineer (Terraform/Kubernetes),Saritasa,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Game Designer (Puzzle, Board Games)",ANTADA,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
SENIOR/LEADER ReactJS Developer - Nhận Việc Ngay,VOYAGER INC,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Principal/Lead Backend Engineer (Java/Kotlin),"MONEY FORWARD VIETNAM CO.,LTD",Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Frontend Developer (3D experience, ReactJS, NextJS)",AROBID.COM,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Junior/Senior Cloud Infrastructure Engineer,GLOBALTECH,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
(HN/HCM) Senior Frontend Engineer (JavaScript (ES6+)),One Mount Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
(HN/HCM) Senior Product Owner (Data Platform),One Mount Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
(HCM) Senior Data Engineer,One Mount Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Backend Developer,GEEK UP,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
JavaScript Developer (Workflow/SQL/JSON)- 1y Contractor,Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Website Product Manager,Nakivo,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior QC (Da Nang, Can Tho, Hybrid)",Dirox,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Golang Backend Developer,HDBank,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior DevOps Engineer (Agile, AWS)",Mercatus,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"FullStack Developer (Da Nang, Can Tho, Hybrid)",Dirox,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Java Developer (Spring/OOP),Nakivo,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Manual QA Engineer (QA QC/Tester/English),Nakivo,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior .NET Developer (.Net, Reactjs, Vuejs)",Trustify Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Test Lead - Automation & AI Testing (1y Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior IT Business Analyst (1 year Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Technical Support Engineer (JavaSript/SQL)- 1y Contract,Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior AI Developer (ML/Python/SQL) -1 year Contractor,Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior IT Product & Service Manager (1y contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior OutSystems Developer/ Expert (1 year Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Technical Product Marketing Manager (1 year contract),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
IT Operations & Support Lead (1y Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Embedded Test Engineer (1-Year Contractor),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Embedded Software Engineer (Chinese Speaking),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
DevOps Engineer - A26001,Activate Interactive Pte Ltd,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Game 3D Artist (Blender, Maya, Unity3D, Adobe)",Supercent VN,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Python Systems Engineer (Python Internals+Pyodide/WASM),NEW IT,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[Dubai] Platform Operations Lead (DevOps/SRE),Virtual Security Lab Cyber Risk Management Services L.L.C,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Backend Developer - Software Engineer (Golang, NodeJS)",NEXDOR VIET NAM,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[Global Market] Solution Architect,RIKKEISOFT,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Expert/Sr. IT Business Analyst,FE CREDIT,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
HN/HCM_ IT Communicator (Japanese – JLPT N1),ZIGExN VeNtura,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior AWS Network Engineer,Renesas Design Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior DevOps Engineer (AWS, Databricks)",TymeX,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[Remote] Senior Java Developer - Cluster Team Leader,B2B Commerce (M) Sdn. Bhd.,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Intermediate React-Native Engineer (HCM / English),Perifit,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Frontend Developer (ReactJS/VueJS/AI),WTECH VIETNAM,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior Frontend Developer (VueJS, ReactJS, Angular)",Ahasoft,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Service Solutions Lead (Cloud Architecture),NetNam Corporation - Branch in HCMC,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Fresher / Junior Tester,TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Frontend Developer (Angular 2+, HTML5, CSS, TypeScript)",TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Backend Developer (Golang/AI),WTECH VIETNAM,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Backend Developer (Java/AI),WTECH VIETNAM,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
DevSecOps Engineer,Laidon Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[English] AI Project Manager (AI Product),Laidon Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Automation QC Engineer (AI Data Cleansing Tool),Laidon Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
AI Developer,Laidon Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Junior PHP Developer (OOP, MVC)",CÔNG TY TNHH TINO INNOVATION,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
AI Engineer (Machine Learning),Tôn Đông Á,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Lead Frontend Engineer (Reactjs, Java, Nodejs)",NAB Innovation Centre Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Middle/Senior Frontend Engineer (Reactjs),NAB Innovation Centre Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Head of AI Operations & Deployment,CXVIEW,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Computer Vision/AI Engineer (Python, PyTorch)",CXVIEW,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Junior-Middle Backend Developer (Python, RESTful APIs)",Công ty TNHH Công Nghệ Angle AI,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Middle Cybersecurity Engineer / DevSecOps (AWS, Azure)",Công ty TNHH Công Nghệ Angle AI,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"PHP Laravel Developer (MySQL,OOP, API)",Công Ty Cổ Phần SID Corp,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Senior .NET Developer (C#, ASP.NET, PostgreSQL)",Công Ty TNHH 3W Logistics,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Business Analyst,Công Ty TNHH 3W Logistics,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Business Analyst,CÔNG TY TNHH MONIVA VIETNAM,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Project Manager,CÔNG TY TNHH MONIVA VIETNAM,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
[XNOQuant] Senior Back End Developer (Python),XCapital Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Fresher/Junior Software Tester,Công Ty Cổ Phần Orotech,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Fresher/Junior Backend Developer (PHP / Magento 2),Công Ty Cổ Phần Orotech,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"[XNOQuant] Full-Stack Engineer (TypeScript, JavaScript)",XCapital Technology,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Software Developer (C#, SQL)",Công Ty TNHH Công Nghiệp Bao bì Visingpack,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Shopify Developer (HTML, Java)",Công ty TNHH SHUEI TRADING Việt Nam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Embedded Software Engineer (3-Months Contract),Bosch Global Software Technologies Company Limited,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"[Remote/Hybrid] Senior Frontend (ReactJS, English)",RIKKEISOFT,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Middle/Senior Software Engineer (Java),M_Service (MoMo),Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Unit Head Of Data Science,FE CREDIT,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Ruby on Rails Developer (Middle/Senior),Oivan,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
UA Playable Ads Developer (Unity),NEXON DEV VINA,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Business Analyst (Product Owner/Data Driven),RGP Software Processing,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Infrastructure & System Administrator (Linux),Magnolia,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"UI/UX Designer (Figma, English)",Floware,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
QA QC Engineer (Manual Tester),Floware,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Implementation Engineer (JavaScript, API, Integration)",OL Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
"Full Stack Developer (Python, AWS)",TecAlliance Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
AI Backend Engineer (Middle/Senior),TymeX,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Mid/Senior Android Engineer,SMG Swiss Marketplace Group,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Backend Engineer (Python/Django/SQL/API),GON TECH,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
AI Data Engineer (NLP),GON TECH,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Product Owner / Business Analyst (ERP Platform),GON TECH,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Games Backend Golang Engineer,Vinsprite Tech,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Junior Game QA (Quality Assurance),Vinsprite Tech,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Lead Software Engineer (Warehouse & Sorting),GHN,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Android Engineer,BAN VIEN CORPORATION,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Cloud Consultant,NetNam Corporation - Branch in HCMC,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Senior Software Engineer (C#/C++),MiTek Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Mid/Senior Product Analyst (prefer IT BA background),GEEK UP,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Product Manager (English),Reclub Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
Data Analyst (Data Operations & BI),Reclub Vietnam,Thỏa thuận,,Ho Chi Minh,,ITViec,Ho Chi Minh
