Job Title,Company,Salary,Experience,City,Skills
Thiết Kế Đồ Họa (Graphic Design),CÔNG TY CỔ PHẦN OPEN HEALTHCARE VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,Bán lẻ -...
Nhân Viên Kinh Doanh/ Tư Vấn Phần Mềm Kế Toán (Thu Nhập 10 - 15 Triệu) - Hồ Chí Minh,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ARITO,10 - 15 Triệu,Không yêu cầu,Thỏa thuận,"Telesales, Direct Sales"
Power Apps Developer (HCM),CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Điện toán ..., IT - Phần mềm"
SAP Technical Lead (SAP ABAP) Tại Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Thỏa thuận,5 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
"Nhân Viên Kinh Doanh, Tư Vấn Phần Mềm/ Sale B2B (Nghỉ Thứ 7, Chủ Nhật, Thu Nhập 10 - 20M) Tại Hà Nội + HCM",CÔNG TY CỔ PHẦN ICHECK,10 - 20 Triệu,Dưới 1 năm,Hà Nội & Hồ Chí Minh (mới),"Telesales, Direct Sales"
Microsoft System Engineer,"Pro
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT",Thỏa thuận,1 năm,Hồ Chí Minh (mới),
"Nhân Viên Kinh Doanh/ Sales B2B/ Nhân Viên Tư Vấn, 15 - 40M, Nghỉ T7 & CN",CÔNG TY TNHH CNV HOLDINGS,15 - 40 Triệu,Dưới 1 năm,Hồ Chí Minh (mới) & Hà Nội,"Online Sa..., Direct Sales"
Mobile App UI/UX Designer (Android & IOS),CÔNG TY CỔ PHẦN TOH GROUP,Thỏa thuận,1 năm,Hà Nội,"Marketin..., UI/UX Design"
02 Unity Game Developer (C#),CÔNG TY TNHH PHẦN MỀM TOWER HÀ NỘI,Thỏa thuận,2 năm,Hà Nội,"Tiếng Anh..., Game, Game Developer, IT - Phần mềm"
CV/CVC/CVCC Phân Tích Nghiệp Vụ - Làm Việc Tại Hà Đông (Hà Nội),"Pro
NGÂN HÀNG TMCP VIỆT Á - VIETABANK",Thỏa thuận,2 năm,Hà Nội,IT...
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),CÔNG TY CỔ PHẦN MISA,Thỏa thuận,2 năm,Hà Nội,Ng...
Chuyên Viên Phân Tích Nghiệp Vụ - Business Analyst,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TRỰC TUYẾN GTEL (GTEL OTS),Thỏa thuận,4 năm,Hà Nội,4 ...
Salesforce Developer,CÔNG TY TNHH LG CNS VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,"Điện toán ..., IT - Phần mềm"
"Tester Tiếng Nhật (N3/N2, Không Yc Kinh Nghiệm)",CÔNG TY CỔ PHẦN OMINEXT,Thỏa thuận,Không yêu cầu,Thỏa thuận,"N..., IT - Phần mềm"
Senior Software Engineer (Backend Focused),CÔNG TY TNHH TIMIND,Thỏa thuận,5 năm,Hà Nội,IT - ...
Nhân Viên Thiết Kế (Thu Nhập Lên Đến 12 Triệu),CÔNG TY CỔ PHẦN BÁCH LIÊN,12 Triệu,Dưới 1 năm,Hà Nội,Thiết kế...
SENIOR JAVA DEVELOPER (FULLSTACK / BACKEND) - Đi Làm Ngay Tại Hà Nội,CÔNG TY CỔ PHẦN ỨNG DỤNG DỮ LIỆU QUỐC GIA VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,Đại Họ...
Mobile App Android Developer Fulltime,CÔNG TY TNHH PIONTECH SOFTWARE,Thỏa thuận,1 năm,Hà Nội,"T..., Nghỉ thứ 7, IT - Phần mềm"
Python Developer,"Pro
CÔNG TY TNHH SAMSUNG SDS VIỆT NAM",Thỏa thuận,5 năm,Hà Nội,"5 năm kinh..., IT - Phần mềm"
Nhân Viên Lập Trình CNC (CNC Programmer) - Thu Nhập Upto 25 Triệu,CÔNG TY TNHH SẢN XUẤT CÔNG NGHIỆP AZTECH VINA,25 Triệu,1 năm,Bắc Ninh (mới),"Điện / Điện..., Viễn thông"
Tester/Nhân Viên Kiểm Thử (Lương Upto 18M),VDI - CÔNG TY CỔ PHẦN ĐẦU TƯ KỸ THUẬT SỐ VIỆT,18 Triệu,3 năm,Hà Nội,Ngh...
"Bridge System Engineer (BrSE - Kỹ Sư Cầu Nối) - Lương Upto 35 Triệu ( Nghỉ Thứ 7, Chủ Nhật)",CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TRI THỨC MỚI,35 Triệu,1 năm,Hà Nội,Nghỉ thứ 7
Software QA/BA Project Manager,CÔNG TY CỔ PHẦN ỨNG DỤNG DỮ LIỆU QUỐC GIA VIỆT NAM,Thỏa thuận,4 năm,Hà Nội,"QA Engineer, IT - Phần m..."
Quản Trị Dự Án Công Nghệ Thông Tin - Product Manager,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRÍ NAM,Thỏa thuận,2 năm,Hà Nội,IT - Phần m...
Nhân Viên Thiết Kế/Designer - Thương Mại Điện Tử Thu Nhập Upto 16M - Không Yêu Cầu Kinh Nghiệm,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ KR CTB,16 Triệu,Không yêu cầu,Thỏa thuận,Không yê...
Chuyên Viên Triển Khai Hệ Thống (Fluent English),CÔNG TY TNHH DICENTRAL VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),IT...
IT Helpdesk - Hà Nội,CÔNG TY TNHH ATEC SYSTEM VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,
Middle Backend Developer | 3 Năm Kinh Nghiệm (Lương 15-25 Triệu) Đi Làm Ngay Tại Hà Nội,CÔNG TY CỔ PHẦN FINY,15 - 25 Triệu,3 năm,Hà Nội,"3 năm kinh..., IT - Phần mềm"
"Unity Developer Tại Hà Nội, Đi Làm Ngay",CÔNG TY CỔ PHẦN TITAN STUDIO,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
,,Thỏa thuận,Không yêu cầu,Thỏa thuận,
CHUYÊN VIÊN KINH DOANH HOSTING/VPS - Thu Nhập Lên Tới 30 Triệu - Tối Thiểu 1 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ CÔNG NGHỆ VIETNIX,30 Triệu,1 năm,Hồ Chí Minh (mới),Direct S...
Quản Lý IT Enterprise & Infrastructure,CÔNG TY CỔ PHẦN TẬP ĐOÀN MASTERISE,Thỏa thuận,Trên 5 năm,Hà Nội,Bất động sản
Lập Trình Vận Hành Máy Phay CNC Thu Nhập Từ 8 - 15 Triệu Tại Hà Nội,CÔNG TY CỔ PHẦN CƠ KHÍ MTECH VJC,8 - 15 Triệu,1 năm,Hà Nội,Sản xuất
"Trưởng Bộ Phận Triển Khai Vận Hành - Thu Nhập Hấp Dẫn - Nhận Việc Ngay - Tại Thanh Xuân, Hà Nội",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TRỰC TUYẾN GTEL (GTEL OTS),Thỏa thuận,5 năm,Hà Nội,
Lead Game Developer - High Salary 50 Million,CÔNG TY TNHH SERVICE ONE GLOBAL,50 Triệu,5 năm,Hồ Chí Minh (mới),"Tiếng Anh..., Game, Game Developer, IT - Phần mềm"
Technical & Business Development Manager,CÔNG TY TNHH TẬP ĐOÀN ĐẦU TƯ VÀ GIẢI PHÁP KỸ THUẬT PHÚC GIANG,Thỏa thuận,3 năm,Hà Nội,Xây dựng
"Nhân Viên Tư Vấn Thiết Kế Website, App, Phần Mềm",CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Telesa..., Direct Sales"
Thực Tập Sinh Công Nghệ Thông Tin (Có Đào Tạo - Có Lương),CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Thỏa thuận,IT - ...
Thực Tập Sinh Kinh Doanh Mảng Công Nghệ Thông Tin,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Thỏa thuận,"IT Consultant, IT - Phần mềm"
"Nhân Viên Tư Vấn Giải Pháp Công Nghệ Thông Tin (Yêu Cầu Tốt Nghiệp CNTT, Điện Tử Viễn Thông Và TOEIC 550)",VIETTEL THÀNH PHỐ HỒ CHÍ MINH - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Telesales, Direct Sales"
Business Analyst Lead,"Pro
CÔNG TY CỔ PHẦN SMARTOSC",Thỏa thuận,Trên 5 năm,Hà Nội,IT...
Business Development Lead (ITO/BPO),CÔNG TY TNHH ITECHWX,Thỏa thuận,Trên 5 năm,Hồ Chí Minh (mới),"Nghỉ ..., B2B, IT - Phần mềm"
Data Scientist,CÔNG TY CỔ PHẦN DAC DATA TECHNOLOGY VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,"3 n..., Data Scientist, Nghỉ thứ 7, IT - Phần mềm"
Senior Cloud Security,CÔNG TY CỔ PHẦN SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG,Thỏa thuận,5 năm,Hà Nội,IT - ...
"Nhân Viên Kinh Doanh Giải Pháp CNTT - VIETTEL Làm Việc Tại HCM, Bình Dương (Ưu Tiên Đi Làm Ngay)","Pro
CÔNG TY CỔ PHẦN GREEN SPEED",Thỏa thuận,1 năm,Hồ Chí Minh (mới),"IT - P..., Direct Sales, B2B"
3D Rigging Artist (Lương 25tr - 45tr) Tại Hồ Chí Minh - Yêu Cầu Bắt Buộc Nộp Portfolio,CÔNG TY TNHH VLAST VIỆT NAM,25 Triệu,Không yêu cầu,Thỏa thuận,"Game, Concept Artist, Ng..."
"Nhân Viên Tư Vấn Phần Mềm EasySalon Không Yêu Cầu Kinh Nghiệm - Tại Hà Nội, Hồ Chí Minh, Đà Nẵng (Thu Nhập Từ 10-25tr)",CÔNG TY CỔ PHẦN EASYSALON VIỆT NAM,10 - 25 Triệu,Dưới 1 năm,Hồ Chí Minh (mới) & 2 nơi khác,"Online Sa..., Direct Sales"
QC Lead/ Trưởng Nhóm Kiểm Soát Chất Lượng,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH GOLINE,Thỏa thuận,5 năm,Hà Nội,IT ...
Senior Project Manager,CÔNG TY CP AN NINH MẠNG VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,"An ninh mạng, Nghỉ thứ 7"
"Senior Business Analyst (Chuyển Đổi Số Khối CP), Lương Từ 25-35 Triệu, Tại Hà Nội, Đi Làm Ngay",CÔNG TY CỔ PHẦN BUCA,25 - 35 Triệu,3 năm,Hà Nội,IT...
Solution Architect,CÔNG TY CP CÔNG NGHỆ PHẦN MỀM VÀ NỘI DUNG SỐ OSP,Thỏa thuận,5 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm"
SAP/ERP Sales Executive/ Chuyên Viên Kinh Doanh (HN/HCM),CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Thỏa thuận,3 năm,Hồ Chí Minh (mới) & Hà Nội,"IT - P..., Direct Sales, B2B"
"Nhân Viên Kinh Doanh/ Telesales/ Tư Vấn Phần Mềm, Thu Nhập Trung Bình 15 - 30 Triệu++",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ GADGET,15 - 30 Triệu,1 năm,Hà Nội,"Telesales, Direct Sales"
Nhân Viên Kinh Doanh B2B Mảng Công Nghệ Và Đào Tạo - Thu Nhập 12 - 40 Triệu [Cầu Giấy - Hà Nội],CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ĐÀO TẠO COE VIỆT NAM,12 - 40 Triệu,2 năm,Hà Nội,"Direct Sales, B2B, Tài ch..."
"Trưởng Bộ Phận Giải Pháp - Thu Nhập Hấp Dẫn - Nhận Việc Ngay - Tại Thanh Xuân, Hà Nội",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TRỰC TUYẾN GTEL (GTEL OTS),Thỏa thuận,Trên 5 năm,Hà Nội,"Chính ph..., IT - Phần mềm"
IT Officer (M3 System),CÔNG TY TNHH DELTA GALIL VIỆT NAM,Thỏa thuận,Không yêu cầu,Thỏa thuận,
Senior Spine 2D Animator – Game Midcore RPG - Hà Nội - Up To 1000$,CÔNG TY TNHH TD GAMES,Thỏa thuận,3 năm,Hà Nội,"Game, Tiếng Anh ..., Nghỉ thứ 7"
3D Environment Artist - Job Now,CÔNG TY TNHH SERVICE ONE GLOBAL,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"Game, Concept Artist"
Lập Trình Viên / Phát Triển Phần Mềm / Software Engineer,CÔNG TY CỔ PHẦN TẬP ĐOÀN SSAVIGROUP,Thỏa thuận,2 năm,Vĩnh Long (mới),Đại Họ...
Phân Tích Nghiệp Vụ CNTT,CÔNG TY CỔ PHẦN FDS,Thỏa thuận,3 năm,Hà Nội,IT...
Senior Business Development – SaaS,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,Thỏa thuận,1 năm,Hà Nội & 7 nơi khác,"Online Sa..., Direct Sales"
Nhân Viên Lập Trình - Vận Hành Máy CNC,CÔNG TY TNHH CÔNG NGHỆ CAO MICRO ONE,Thỏa thuận,Không yêu cầu,Thỏa thuận,K...
"Chuyên Viên Kinh Doanh Dự Án CNTT (Khối Chính Phủ) (Kinh Nghiệm 3 Năm) Tại Hà Nội, Đi Làm Ngay",CÔNG TY CỔ PHẦN BUCA,Thỏa thuận,3 năm,Hà Nội,"IT - P..., Direct Sales, B2G"
Business Analyst [MISA Lending/BankHub],CÔNG TY CỔ PHẦN MISA,Thỏa thuận,2 năm,Hà Nội,Kế...
Nhân Viên Thiết Kế Digital Twin 3D Designer (Thu Nhập 20 - 30 Triệu) Đi Làm Ngay Tại Hồ Chí Minh,WATA AI COMPANY LIMITED,20 - 30 Triệu,3 năm,Hồ Chí Minh (mới),Thiết kế...
Chuyên Viên Kinh Doanh - Thu Nhập Đến 35tr - Làm Việc Tại TP.HCM,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ SỐ VN,35 Triệu,Dưới 1 năm,Hồ Chí Minh (mới),"Telesales, Direct Sales"
SALES EXECUTIVE (Server/ IT Software/ Drone) REMOTE WORK,CÔNG TY TNHH TOPSEC VIỆT NAM,Thỏa thuận,3 năm,Hồ Chí Minh (mới) & Hà Nội,Direct S...
3D Cinematic Animator - Job Now,CÔNG TY TNHH SERVICE ONE GLOBAL,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Game, Concept Artist"
Product Owner (Sản Phẩm Kho/Mua Hàng),CÔNG TY CỔ PHẦN MISA,Thỏa thuận,4 năm,Hà Nội,IT - Phần m...
Nhân Viên Thiết Kế 3D/ Graphic Design,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ NGÀY MỚI,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ...
"Manual Tester Onsite Bank, 2 Năm Kinh Nghiệm",CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG VNDITECH,Thỏa thuận,2 năm,Hà Nội,"2 năm..., Ngân hàng, Manual Tester, IT - Phần mềm"
"Art Leader (5 Năm Kinh Nghiệm) - Thu Nhập Từ 15-30 Triệu, Hồ Chí Minh",CÔNG TY TNHH PFAM,15 - 30 Triệu,5 năm,Hồ Chí Minh (mới),Thiết kế...
Chuyên Viên Tư Vấn Phần Mềm Quản Lý Nha Khoa (Quận 2 - HCM) Thu Nhập 15-30 Triệu,CÔNG TY TNHH CÔNG NGHỆ EDENT,15 - 30 Triệu,Không yêu cầu,Thỏa thuận,"B2C, K..., Có hỗ trợ Data, B2B"
"Nhân Viên Tư Vấn Không Yêu Cầu Kinh Nghiệm, Lương Cứng Up To 11tr + 35% Hoa Hồng, Phỏng Vấn Đậu Nhận Việc Ngay - Tại Quận 12 Cũ",CÔNG TY TNHH TMDV CÔNG NGHỆ VPS,11 Triệu,Không yêu cầu,Thỏa thuận,"B2C, IT..., B2B"
Backend Engineer (Kỹ Sư Back-End) – Khu Vực Việt Nam,CÔNG TY TNHH SONIC FUSION,Thỏa thuận,3 năm,Hồ Chí Minh (mới),Đại Họ...
Chuyên Viên Thiết Kế (Graphic Designer) - Yêu Cầu Có Kinh Nghiệm Mảng BĐS - Thu Nhập Hấp Dẫn - Tại Hồ Chí Minh,CÔNG TY CỔ PHẦN SOLIA GROUP,Thỏa thuận,5 năm,Hồ Chí Minh (mới),Bất động...
"Nhân Viên Kinh Doanh Giải Pháp CNTT, Sales/ Tư Vấn Dịch Vụ CNTT",CÔNG TY CỔ PHẦN CHỨNG THỰC SỐ TOÀN CẦU VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội,"Telesales, Direct Sales"
"Nhân Viên Tư Vấn/ TeleSales CSKH (Chỉ Tuyển Nam, Thu Nhập Hấp Dẫn Tại Hà Nội - Đi Làm Ngay)",CÔNG TY CỔ PHẦN GIẢI PHÁP MKT,Thỏa thuận,Dưới 1 năm,Hà Nội,"Online Sales, Telesales"
Backend Lead Engineer,CÔNG TY TNHH LEVER SPHERE VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,"Thương mại..., IT - Phần mềm"
Lập Trình Viên Nodejs Đi Làm Ngay Tại Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP MKT,Thỏa thuận,1 năm,Hà Nội,"Tiếng An..., IT - Phần mềm"
Nhân Viên Kỹ Thuật IT - Dự Án Xây Dựng Cao Tầng - Lương Upto 15 Triệu/Tháng (Làm Việc Tại Hưng Yên),"CÔNG TY CỔ PHẦN XÂY DỰNG, THƯƠNG MẠI VÀ VẬT LIỆU SÔNG HỒNG",15 Triệu,2 năm,Hưng Yên (mới) & Hà Nội,"An ninh mạng, Kỹ thuật IT"
"Java Developer (Mid/Senior), 20M – 45M VND",CÔNG TY TNHH SOFTROAD,20 Triệu,2 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Business Analyst (BA) - Đi Làm Ngay,CÔNG TY TNHH KIN KIN LOGISTICS,Thỏa thuận,1 năm,Hà Nội,"An ninh m..., IT - Phần mềm"
QA Game Tester: 1 Year+ Exp: $500 - $1000,CÔNG TY CỔ PHẦN NEXAR (NEXAR GAMES),Thỏa thuận,1 năm,Hà Nội,"Game, Game Tester, Nghỉ thứ 7, 1 ..., IT - Phần mềm"
Lập Trình Viên Backend (Python),CÔNG TY TNHH EAERA VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,"Thương mại..., IT - Phần mềm"
Tự Động Hoá Dữ Liệu (Data Automation Specialist) - 3 Năm Kinh Nghiệm - Đi Làm Ngay,CÔNG TY TNHH KIN KIN LOGISTICS,Thỏa thuận,3 năm,Hà Nội,"Data Analyst, IT - Phần mềm"
Chuyên Viên Sản Xuất Hình Ảnh Và Video (Thu Nhập Từ 15-22tr),CÔNG TY TNHH ÉNÔRA DIAMOND,15 - 22 Triệu,2 năm,Hà Nội,May mặc ...
Nhân Viên Thiết Kế (Graphic Designer),CHI NHÁNH CÔNG TY TNHH DU LỊCH TRẦN VIỆT,Thỏa thuận,1 năm,Hà Nội,Marketin...
QA/ TESTER Biết Tiếng Nhật (Tương Đương N2 Trở Lên),CÔNG TY TNHH AIRCLOSET ENGINEERING,2 Triệu,2 năm,Hà Nội,"QA Engineer, Nghỉ thứ 7, Đạ..."
Fullstack Developer/ Lập Trình Viên Fullstack- Có Từ Trên 3 Năm Kinh Nghiệm Fullstack,CÔNG TY TNHH AIRCLOSET ENGINEERING,Thỏa thuận,3 năm,Hà Nội,"Thương m..., IT - Phần mềm"
Fullstack Developer Middle (Web App) – English | Up To 27M | Remote 5 Days/Month,CÔNG TY CỔ PHẦN DS SOLUTION VIỆT NAM,27 Triệu,2 năm,Hà Nội,"Nghỉ thứ..., IT - Phần mềm"
Kỹ Sư Thiết Kế Lập Trình/ Kỹ Sư Thiết Kế Điện Điều Khiển AGV Thu Nhập Đến 45 Triệu (Bắc Ninh),CÔNG TY CỔ PHẦN CƠ KHÍ VÀ TỰ ĐỘNG HÓA THÁI BÌNH DƯƠNG,45 Triệu,2 năm,Bắc Ninh (mới),
Nhân Viên Idea Creator / Ngành POD Hoặc E-Commerce / 3 Tháng Kinh Nghiệm - Đi Làm Ngay,CÔNG TY CỔ PHẦN WELAST VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội,
Fullstack Software Engineer,CÔNG TY CỔ PHẦN CMC OPENAI,Thỏa thuận,5 năm,Hà Nội,"Nghỉ thứ..., IT - Phần mềm"
Lập Trình Viên (.Net) - Không Yêu Cầu Kinh Nghiêm - Thu Nhập Up To 20 M++,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP TRỰC TUYẾN TOÀN CẦU,20 Triệu,2 năm,Hà Nội,Đại Họ...
Kỹ Sư Front-End – Khu Vực Việt Nam (Cluega AI Quảng Cáo SaaS),CÔNG TY TNHH SONIC FUSION,Thỏa thuận,3 năm,Hồ Chí Minh (mới),Đại Họ...
Nhân Viên Kinh Doanh Dự Án (Nam/Nữ) / Từ 1 Năm Kinh Nghiệm / Tại TP. Quy Nhơn,CÔNG TY TNHH ỨNG DỤNG VÀ TRIỂN KHAI PHẦN MỀM LI HA NET,Thỏa thuận,1 năm,Gia Lai (mới),"Direct Sales, B2B, Tài ch..."
Quản Lý Dự Án (Độ Tuổi Từ 28 Đến 40) - Thu Nhập Upto 30 Triệu (Hỗ Trợ Ăn Trưa Và Trang Thiết Bị Làm Việc) Tại Hà Nội,CÔNG TY TNHH DƯỢC PHẨM ISOPHARMA,30 Triệu,2 năm,Hà Nội,Bán lẻ - Hà...
Trợ Lý Trưởng Ban CNTT (Assistant To Head Of IT Department),CÔNG TY CHO THUÊ TÀI CHÍNH TNHH BIDV - SUMI TRUST,Thỏa thuận,1 năm,Hà Nội,"1 năm kinh ..., IT - Phần mềm"
Kỹ Sư AndroidTV Settop Box,"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI",Thỏa thuận,1 năm,Hà Nội,"Viễn thông, IT - Phần mềm"
Lập Trình Nhúng-Embedded Software Engineer (C/C++),"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI",Thỏa thuận,2 năm,Hà Nội,"Viễn thông, IT - Phần mềm"
Kỹ Sư Network Quality Assurance Engineer (QA/ATS),"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI",Thỏa thuận,2 năm,Hà Nội,"QA Engineer, Nghỉ t..., Viễn thông, IT - Phần mềm"
IT Comtor (N1 JLPT) - HN/HCM,CÔNG TY TNHH ZIGEXN VENTURA,Thỏa thuận,1 năm,Hồ Chí Minh (mới) & Hà Nội,"IT Comtor, Tiếng Nh..., Nghỉ thứ 7, IT - Phần mềm"
Omniverse Engineer - Thu Nhập Upto 50 Triệu (Net) Tại Hà Nội,OPEN REACH TECH HANOI,50 Triệu,3 năm,Hà Nội,Nghỉ ...
Kỹ Sư Cầu Nối BrSE - ( Tiếng Nhật N2),CÔNG TY CỔ PHẦN PHẦN MỀM MIRAI VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7
Korean Bridge Software Engineer,CÔNG TY TNHH LG CNS VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm"
"Trưởng Nhóm Kinh Doanh Mảng IT Outsourcing (Thu Nhập 25 - 40 Triệu) - Nghỉ Thứ 7, Chủ Nhật",CÔNG TY TNHH ĐẦU TƯ VÀ KỸ THUẬT CÔNG NGHỆ XANH,25 - 40 Triệu,3 năm,Hà Nội,"IT - P..., Direct Sales, B2B"
Chuyên Viên Kinh Doanh An Ninh Mạng (Cyber Security) - Hà Nội/ TP.HCM,CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ CÔNG NGHỆ ASIC,Thỏa thuận,2 năm,Hà Nội & Hồ Chí Minh (mới),"Vi..., IT - Phần mềm, B2B, B2G"
Nhân Viên Lập Trình Máy Phay CNC (Lương 10 - 15 Triệu) - Tại Hà Nội,CÔNG TY TNHH CÔNG NGHỆ HOGI VIỆT NAM,10 - 15 Triệu,Dưới 1 năm,Hà Nội,C...
Nhân Viên Thiết Kế 2D / Vẽ File CNC (Ngành Nội Thất)– Thu Nhập 10–13 Triệu,CÔNG TY TNHH TRANG TRÍ NỘI THẤT TƯỜNG THỊNH,13 Triệu,1 năm,Hồ Chí Minh (mới),1 năm ki...
